Poet,Author_ID,Poem_ID,Title,Lyrics
Μανόλης Αναγνωστάκης,1,14,Πέντε μικρά θέματα,"Μες στην κλειστή μοναξιά μου
Έσφιξα τη ζεστή παιδική σου άγνοια
Στην αγνή παρουσία σου καθρέφτισα τη χαμένη ψυχή μου.
Εμείς αγαπήσαμε. Εμείς
Προσευχόμαστε πάντοτε. Εμείς
Μοιραστήκαμε το ψωμί και τον κόπο μας
Κι εγώ μέσα σε σένα και σ’ όλους.
Ίσκιοι βουβοί αραγμένοι στη σκάλα
Μάτια θολά που κράτησαν εικόνες θαλασσινές
Κύματα με τη γλυκιάν αγωνία στην κάτασπρη ράχη
Γυμνός κυλίστηκα μέσα στην άμμο μα δεν υποτάχτηκα
Και δεν αγάπησα μόνον εσένα που τόσο με κράτησες
Όπως αγάπησα τα ναυαγισμένα καράβια με τα τραγικά ονόματα
Τους μακρινούς φάρους, τα φώτα ενός απίθανου ορίζοντα
Τις νύχτες που γύρευα μόνος να βρω το χαμένο εαυτό μου
Τις νύχτες που μόνος γυρνούσα χωρίς κανείς να με νιώσει
Τις νύχτες που σκότωσα μέσα μου κάθε παλιά μου αυταπάτη.
Δρόμοι παλιοί που αγάπησα και μίσησα ατέλειωτα
Κάτω απ’ τους ίσκιους των σπιτιών να περπατώ
Νύχτες των γυρισμών αναπότρεπτες κι η πόλη νεκρή
Την ασήμαντη παρουσία μου βρίσκω σε κάθε γωνιά
Κάμε να σ’ ανταμώσω, κάποτε, φάσμα χαμένο του πόθου μου
Κι εγώ ξεχασμένος κι ατίθασος να περπατώ κρατώντας
Ακόμα μια σπίθα τρεμόσβηστη στις υγρές μου παλάμες.
(Και προχωρούσα μέσα στη νύχτα χωρίς
Να γνωρίζω κανένανε κι ούτε
Κανένας με γνώριζε).
Κάτω απ’ τα ρούχα μου δε χτυπά πια η παιδική μου καρδιά
Λησμόνησα την αγάπη που ’ναι μόνο αγάπη
Μερόνυχτα να τριγυρνώ χωρίς να σε βρίσκω μπροστά μου
Ορίζοντα λευκέ της αστραπής και του όνειρου
Ένιωσα το στήθος μου να σπάζει στη φυγή σου
Ψυχή της αγάπης μου αλήτισσα
Λεπίδι του πόθου μου αδυσώπητο
Νικήτρα μονάχη της σκέψης μου.
Χαρά, Χαρά, ζεστή αγαπημένη
Τραγούδι αστείρευτο σε χείλια χιμαιρικά
Στα γυμνά μου μπράτσα το είδωλό σου συντρίβω
Χαρά μακρινή, σαν τη θάλασσα ατέλειωτη
Κουρέλι ακριβό της πικρής αναζήτησης
Άσε να φτύσω το φαρμάκι της ψεύτρας σου ύπαρξης
Άσε να οραματιστώ τις νεκρές αναμνήσεις μου
(Ανελέητο κύμα της νιότης μου).
Ω ψυχή την αγωνία ερωτευμένη!"
Μανόλης Αναγνωστάκης,1,15,Ποιήματα που μας διάβασε ένα βράδυ ο Λοχίας Otto V…,"Σε δύο λεφτά θ’ ακουστεί το παράγγελμα «Εμπρός»
Δεν πρέπει να σκεφτεί κανένας τίποτ’ άλλο
Εμπρός η σημαία μας κι εμείς εφ’ όπλου λόγχη αποπίσω
Απόψε θα χτυπήσεις ανελέητα και θα χτυπηθείς
Θα τραβήξεις μπροστά τραγουδώντας ρυθμικά εμβατήρια
Θα τραβήξεις μπροστά που μαντεύονται χιλιάδες ανήσυχα μάτια
Εκεί που χιλιάδες χέρια σφίγγονται γύρω από μι’ άλλη σημαία
Έτοιμα να χτυπήσουνε και να χτυπηθούν.
Σ’ ένα λεφτό πρέπει πια να μας δώσουν το σύνθημα
Μια λεξούλα μικρή μες στη νύχτα, που σε λίγο εξαίσια θα λάμψει.
(Κι εγώ που ’χω μια ψυχή παιδική και δειλή
Που δε θέλει τίποτ’ άλλο να ξέρει απ’ την αγάπη
Κι εγώ πολεμώ τόσα χρόνια χωρίς, Θε μου, να μάθω γιατί
Και δε βλέπω μπροστά τόσα χρόνια παρά μόνο τον δίδυμο αδερφό μου).
Σε τούτη τη φωτογραφία ήμουνα νέος κοντά 22 χρονώ· εδώ είναι η γυναίκα π’ αγαπούσα: η γυναίκα μου
Τη λέγανε Μάρθα· έσφιγγε το γιο μου με λαχτάρα στην αγκαλιά της
Δε μου ’πε: «χαίρομαι που πας να πολεμήσεις». Έκλαιγε σαν ένα μικρό κοριτσάκι.
Κι εδώ κάποιο σπίτι παλιό μ’ έναν κήπο στη μέση και μ’ άνθη…
…Θυμάσαι όταν ήμασταν παιδιά είχαμε ένα ξύλινο άλογο και μια γυαλιστερή τρομπέτα
Τα βράδια ξαγρυπνούσαμε στα βιβλία με τις αρχαίες ηρωικές ιστορίες
Τον αθώο μας ύπνο τυράννησαν οι αντίλαλοι των φημισμένων πολεμιστών
Ύστερα τα ξεχάσαμε όλα αυτά σε μια γωνιά γελώντας για τα παιδιάστικα καμώματα.
Ίσως αύριο μια τόση τρυπίτσα μού χαράξει το μέτωπο
Ω μια τρυπίτσα που χωρά όλο τον πόνο των ανθρώπων
Ποιός είμαι; Πού βρίσκομαι; Σκίστε τα ρούχα μου εδώ μπροστά στο στήθος
Ίσως θα βρείτε ακόμα τ’ όνομά μου σκαλισμένο. Ποιός το θυμάται;
Ψάξτε τα ρούχα μου ακόμα… Εδώ ήμουνα νέος 22 μόλις χρονώ
Κι εδώ μια γυναίκα που σφίγγει με λαχτάρα ένα παιδί στην αγκαλιά της.
(Έκλαιγε αλήθεια όταν έφευγα σαν ένα μικρό κοριτσάκι)."
Μανόλης Αναγνωστάκης,1,16,Ο Πόλεμος,"Οι δείχτες κοκαλιάσανε κι αυτοί στην ίδια ώρα.
Όλα αργούν πολύ να τελειώσουνε το βράδυ, όσο κι αν τρέχουν γρήγορα οι μέρες και τα χρόνια
Έχει όμως κανείς και τις διασκεδάσεις του, δεν μπορείς να πεις· απόψε λ.χ. σε τρία θέατρα πρεμιέρα.
Εγώ, συλλογίζομαι το γέρο συμβολαιογράφο του τελευταίου πατώματος, με το σκοτωμένο γιο, που δεν τον είδα ούτε και σήμερα. Έχει μήνας να φανεί.
Στο λιμάνι τα μπορντέλα παραγεμίσανε από το πλήρωμα των καινούριων αντιτορπιλικών κι οι μάρκες πέφτουνε γραμμή.
Η θερμάστρα κουρασμένη τόσα χρόνια έμεινε πάλι φέτος σε μια τιμητική διαθεσιμότητα.
«Το πολυαγαπημένο μας αγγελούδι (εδώ θα μπει το όνομα, που για τώρα δεν έχει σημασία), ετών 8 κτλ. κτλ.»
Στην οδό Αιγύπτου (πρώτη πάροδος δεξιά) τα κορίτσια κοκαλιασμένα περιμένανε απ’ ώρα τον Ισπανό με τα τσιγαρόχαρτα.
Κι εγώ ο ίδιος δεν το πιστεύω αλλά προσπαθώ να σε πείσω οπωσδήποτε, πως αυτό το πράγμα στη γωνιά ήτανε κάποτε σαν κι εσένα. Με πρόσωπο και με κεφάλι.
Οσονούπω όμως, ας τ’ ομολογήσουμε, ο καιρός διορθώνεται και νά που στο διπλανό κέντρο άρχισαν κιόλας οι δοκιμές.
Αύριο είναι Κυριακή.
Σιγά σιγά αδειάσανε οι δρόμοι και τα σπίτια, όμως ακόμη κάποιος έμεινε και τρέχει να προφτάσει
Και ρυθμικά χτυπήσανε μια μια οι ώρες κι ανοίξανε πόρτες και παράθυρα μ’ εξαίσιες αποκεφαλισμένες μορφές
Ύστερα ήρθανε τα λάβαρα, οι σημαίες κι οι φανφάρες κι οι τοίχοι γκρεμιστήκανε απ’ τις άναρθρες κραυγές
Πτώματα ακέφαλα χορεύανε τρελά και τρέχανε σα μεθυσμένα όταν βαρούσανε οι καμπάνες
Τότε, θυμάσαι, που μου λες: Ετέλειωσεν ο πόλεμος!
Όμως ο Πόλεμος δεν τέλειωσεν ακόμα.
Γιατί κανένας πόλεμος δεν τέλειωσε ποτέ!"
Μανόλης Αναγνωστάκης,1,17,Χάρης 1944,"Ήμασταν όλοι μαζί και ξεδιπλώναμε ακούραστα τις ώρες μας
Τραγουδούσαμε σιγά για τις μέρες που θα ’ρχόντανε φορτωμένες πολύχρωμα οράματα
Αυτός τραγουδούσε, σωπαίναμε, η φωνή του ξυπνούσε μικρές πυρκαγιές
Χιλιάδες μικρές πυρκαγιές που πυρπολούσαν τη νιότη μας
Μερόνυχτα έπαιζε το κρυφτό με το θάνατο σε κάθε γωνιά και σοκάκι
Λαχταρούσε ξεχνώντας το δικό του κορμί να χαρίσει στους άλλους μιαν Άνοιξη.
Ήμασταν όλοι μαζί μα θαρρείς πως αυτός ήταν όλοι.
Μια μέρα μάς σφύριξε κάποιος στ’ αφτί: «Πέθανε ο Χάρης»
«Σκοτώθηκε» ή κάτι τέτοιο. Λέξεις που τις ακούμε κάθε μέρα.
Κανείς δεν τον είδε. Ήταν σούρουπο. Θα ’χε σφιγμένα τα χέρια όπως πάντα
Στα μάτια του χαράχτηκεν άσβηστα η χαρά της καινούριας ζωής μας
Μα όλα αυτά ήταν απλά κι ο καιρός είναι λίγος. Κανείς δεν προφταίνει.
…Δεν είμαστε όλοι μαζί. Δυο τρεις ξενιτεύτηκαν
Τράβηξεν ο άλλος μακριά μ’ ένα φέρσιμο αόριστο κι ο Χάρης σκοτώθηκε
Φύγανε κι άλλοι, μας ήρθαν καινούριοι, γεμίσαν οι δρόμοι
Το πλήθος ξεχύνεται αβάσταχτο, ανεμίζουνε πάλι σημαίες
Μαστιγώνει ο αγέρας τα λάβαρα. Μες στο χάος κυματίζουν τραγούδια.
Αν μες στις φωνές που τα βράδια τρυπούνε ανελέητα τα τείχη
Ξεχώρισες μια: Είν’ η δική του. Ανάβει μικρές πυρκαγιές
Χιλιάδες μικρές πυρκαγιές που πυρπολούν την ατίθαση νιότη μας
Είν’ η δική του φωνή που βουίζει στο πλήθος τριγύρω σαν ήλιος
Π’ αγκαλιάζει τον κόσμο σαν ήλιος που σπαθίζει τις πίκρες σαν ήλιος
Που μας δείχνει σαν ήλιος λαμπρός τις χρυσές πολιτείες
Που ξανοίγονται μπρος μας λουσμένες στην Αλήθεια και στο αίθριο το φως."
Μανόλης Αναγνωστάκης,1,18,Το καινούριο τραγούδι,"Ακόμα πιο κοντά· και δε θα σπάσουν αν δε σπάσουν τώρα τα δεσμά σου
Δε θα μπορούμε να ρωτήσουμε τη διψασμένη αγωνία μας:
Γιατί δεν πεθαίνουνε πια αυτές οι μέρες που μας λεηλάτησαν τόσο;
Ή στο χρόνο π’ αρχίσαμε ν’ αγαπούμε σαν άντρες και τα κορίτσια τραβούσαν το χέρι τους χωρίς να ξέρουν το γιατί
Κι όμως, ίσως να ’τανε κι ωραίο, σαν ένα βιβλίο ανοιχτό, να περνούσανε οι ώρες αθόρυβα τριγυρισμένες ασφάλεια
Και να ξεχάσουμε το θάνατο εμείς που ζηλέψαμε τις πεταλούδες μες στις καλοκαιριάτικές μας αναμνήσεις.
Μια μέρα θα γράψω την ιστορία των χρόνων μου
Ένας κήπος μ’ άδικα κομμένα άγουρα ρόδα
Μια θάλασσα που ταξιδεύουνε τα πλοία χωρίς προορισμούς
Πρόσωπα σπαταλημένα την εποχή που κατόρθωσαν ν’ αγγίξουν ελαφρά μια συνετά φυλαγμένη πτυχή μας
Πρόσωπα που ’ταν για μας η στοργή τους πληγή· αυτά θα σου γράψω.
Στο μεταξύ στις όχθες των μεσημεριάτικων ποταμιών δεν κοιμούνται πια οι χλωμοί Νάρκισσοι με τις αθώες τους ευαίσθητες ψυχές
Στη στέρνα του πάρκου τα παιδάκια δεν ταξιδεύουν πια τις δροσερές τους χίμαιρες πάνω στα χάρτινα μικρά τους καράβια
Θυμούμαι την κρυφήν αγωνία μας: το σφίξιμο στη θέα του πρώτου κίτρινου φύλλου που μας άφηνε μιαν ολόπικρη γεύση στο στόμα.
Φτάνει πια αυτές οι μέρες που μας κούρασαν τόσο
(Οδυνηρές παραστάσεις άυλων οραμάτων)
Φτάνει πια η γαλάζια αιθρία του Αιγαίου με τα ποιήματα που ταξιδεύουν σ’ ασήμαντα νησιά για να ξυπνήσουν την ευαισθησία μας
Τα κορίτσια που ερωτεύονται την ίδια τους μορφή στον καθρέφτη και προσμένουν να λικνίσουν τ’ αβρά όνειρά τους.
Μες στις μεγάλες πολιτείες οι άνθρωποι αγαπούν ορμητικά και πεθαίνουν
Τρέχουν, τα λόγια τους βαραίνουν πρόωρα, οι καρδιές τους σφυροκοπούν σαν το μέταλλο
Μες στα πολύβοα λιμάνια κατέβηκα και γέμισα το στήθος μου ομίχλη στις αποβάθρες που δε θέλουν να γεράσουν
Κατέβηκα να σου φέρω την αγάπη που τόσο σού ζήτησα και τη γυρεύω με λαχτάρα
Στα σκοτεινά πλοία που ρίχνουν την άγκυρα, φορτωμένα πελαγίσιες εικόνες και κάρβουνο
Στις χαμηλές κάμαρες των πανύψηλων οικοδομών που κρατούν τη φωτιά και το μυστήριο
Και τα ρολόγια χτυπούν ρυθμικά. Δεν έχω καιρό.
Μοναδική της αγωνίας μου οπτασία.
Στα κατώφλια των γκρεμισμένων σπιτιών νικημένοι στρατιώτες περιμένουν χωρίς ελπίδα το γυρισμό
Στ’ άδεια κρανία τους πλανιούνται εναγώνιες κραυγές
Η φρίκη της άδικης μάχης σκοτώνει τις εφιαλτικές τους ώρες
Λέξεις χλωμές συνθέτουν πληγωμένα ελεγεία
Κι εγώ ονειρεύομαι μια μέρα πατώντας πάνω στους νεκρούς μου στίχους να τονίσω με κόκκινα γράμματα (νικητήριες σάλπιγγες) το καινούριο μου τραγούδι."
Μανόλης Αναγνωστάκης,1,21,I,"Προσπάθησε μ’ όση καρδιά σ’ απομένει, χάραξε τούτες τις δυο γραμμές σταυρωτά
Ύστερα γέλασε πάλι, δοκίμασε τη νιότη σου ακόμα μιαν Άνοιξη· δεν είναι μάταιο
Μη θυμηθείς κάποια μέρα κάποιον που έφευγε με δυο πληγωμένες παλάμες
Ήμουνα εγώ που σου ’λεγα πάντα: φεύγοντας ήτανε πια πολύ αργά
Κι είχαμε ακόμα πολλή πίκρα πολλή μνήμη πολλή νόηση
Κι η αγάπη είναι πάντα όμορφη ακόμα κι όταν δεν ψιθυρίζει παρά με δυο αβέβαια ανήσυχα χείλη
Κι όταν δε μένει παρά σα δυο χαρακιές σ’ ένα λευκό περιθώριο
Προσπάθησε, πάλεψε ακόμα, ένα τόσο μικρό ασήμαντο διάστημα
Σβήσε μια ακατανόητη παρένθεση μην τραυματίζεις την αμέριμνη ζωή σου.
(Ήταν Οχτώβρης όταν σου χάρισα, έτσι σα μιαν αχτίνα γυρισμού, ένα παλιό κλεισμένο τετράδιο
Και τότες που δε θέλαμε πια να πιστέψουμε πως μπορούσαν ν’ αργούσαν οι ώρες τόσο απελπισμένα όμοιες
Τόσες φορές έξι μέρες
Σ’ ένα μικρό δωμάτιο, σ’ ένα γραφείο, σε μια παιδική κλινική ποτισμένη χλωροφόρμιο
Ανακαλύψαμε ξάφνου μια νύχτα πως λησμονήθηκε μέσα μας τόσον καιρό η νοσταλγία της απουσίας).
Τώρα προσπάθησε· εγώ τέλειωσα· δεν έχω τίποτ’ άλλο να σου πω
Είναι μια λέξη κενή για μια στιγμή πλημμυρισμένη καλοσύνη
Ξέχασε, ξέχασε πάντα —φτάνει μια στάλα καινούριας ζωής—
Ένα παλιό κυριακάτικο δειλινό με δυο σπασμένες καρέκλες στο «Καφενείο των Ναυτικών»
Εκείνον π’ αγάπησες κάποτε κι ίσως νοστάλγησες κάποια στιγμή το γυρισμό του."
Μανόλης Αναγνωστάκης,1,22,II,"«Το κάθε τι τελειώνει μια μέρα», «Τώρα είναι πια πολύ αργά»
Ή «Ν’ αποφασίσουμε χωρίς αναβολή» κι άλλες τέτοιες πολλές αοριστίες.
Φυσούσε απ’ το σπασμένο τζάμι. Ύστερα ήρθανε κι άλλοι.
Γνωστοί κάθε βράδυ. Καθίσαν σιωπηλοί σ’ ένα τραπέζι.
Σκέφτηκες πως περάσανε κι απόψε πάλι τόσες ώρες
—Σωστά το κάθε τι τελειώνει είναι τόσο απλό και φυσικό σαν το λες—
Μετρώντας ακόμη μια φορά ένα ένα τα ναυαγισμένα μας όνειρα
Πως ζήσαμε κι άλλο ένα βράδυ την ίδια πάντα αναμονή.
(Φίλοι καλοί, μη μας κατηγορήσετε. Σκίσαμε τώρα καιρό τα βιβλία μας
Καλύψαμε με τα χέρια τ’ αφτιά μας στα σφυρίγματα των πλοίων
Ανάψαμε τη φωτιά μας το πρωί με τις παλιές φωτογραφίες)
Κάποια φορά σκεφτήκαμε πως έπρεπε να κοιτάξουμε περισσότερο τα χέρια μας
Είχα κάτι αρρωστιάρικα δάχτυλα, μέσα γλιστρούσε ανεπανόρθωτα το κάθε τι
Είπαν πως ό,τι αγγίζαμε ράγιζε. (Έπρεπε πια κι εμείς να το πιστέψουμε).
Όμως γιατί ξαναγυρίζουμε κάθε φορά χωρίς σκοπό στον ίδιο τόπο;
Λέγαμε πως λησμονιούμασταν μέρες, ύστερα χρόνια, μα πάντα γυρνούσαμε
Κοιτάζαμε το πρόσωπό μας στον καθρέφτη και μια άλλη συνηθίσαμε μορφή.
…Φυσάει πολύ απ’ το σπασμένο τούτο τζάμι. (Ποιός έριξε φεύγοντας τις καρέκλες στο πάτωμα;).
Δεν ξεχωρίσαμε στο τέλος αν έπρεπε να ξανάρθουμε ή να μην ξανάρθουμε
Θαρρούσες πως στο βάθος θα μας κούραζε το ίδιο. Δεν ξεχωρίσαμε.
(Είχαν τα πρόσωπά μας τόσο αλλόκοτα μπλεχτεί. Μη μας κατηγορήσετε. Χάσαμε πια οριστικά το δικό μας)."
Μανόλης Αναγνωστάκης,1,23,III,"Έτσι όπως πια δεν το αποφάσιζες να φύγεις
Για κάθε πίκρα σου μη νιώθοντας οδύνη
Για κάποια δάκρυα που δε στέγνωσαν ακόμα
Για μιαν αρρώστια σου παλιά μη λογαριάζεις
Σκυμμένος πάλι μες στη νύχτα χωρίς λάμπα
Κάτω απ’ τις στέγες τις νεκρές της πολιτείας
Προσμένοντας μια Αυγή που σου ’χαν τάξει
Χρόνια ταξίδεψες διψώντας κάποιο γράμμα
—Μέσα σου πλήθος τ’ αμαρτήματα, τις τύψεις—
Με μια σβησμένη νοσηρή χρονολογία
Κι ούτε κανείς πια δε μ’ αντάμωσε σαν πρώτα
(Ούτε κανείς, αλήθεια, πρόσμενε να φέξει)
Έτσι όπως έμεινα κι εγώ τότε μια νύχτα
Ξένος ολότελα κι απ’ όλους ξεχασμένος
Με τη δική σου μοναχά τη συντροφιά
—Με σένα τόσα χρόνια πια μακριά μου—
Ξένος πολύ μέσα σε τούτο το παλιό
Ξένος σε τούτο το παλιό το καφενείο
Έτσι όπως έμεινα μονάχος κάποια νύχτα
Μέσα σε τούτο το παλιό το καφενείο
Στο νυσταγμένο καφενείο όλη τη νύχτα
Στου Πειραιά, νύχτα, το βρόμικο λιμάνι."
Μανόλης Αναγνωστάκης,1,24,IV,"Το γνώρισες τούτο καλά
Ήταν μια νίκη κι αυτό
Πολύ παραπάνω από μια νίκη
Κι έτσι όπως ήτανε μακριά πολύ τα ξημερώματα
Εξουσιάζοντας τη συγκατάβαση της νύχτας
Χτυπώντας τους τοίχους της πιο απάνθρωπης αίσθησης
Παίζοντας βάναυσα στα κίτρινά σου δάχτυλα
Του μυαλού σου το ανυπάκουο
Τώρα το γνώρισες καλά
Έτσι στο τέλος πάντα πώς κερδίζεις μια φυγή
Της απόγνωσης την τρυφερότητα
Των διεγέρσεων το σαρκασμό
Άλλωστε το ’χες, αλήθεια, τόσο κάποτε πει
Εσύ, εκείνος που πέθανε, ή κάποιος άλλος
(Ένας άλλος μονάχα)
Για κάποιο πρόσωπο μαρμάρινο μιλώντας
Για κάποιο πρόσωπο που σβήστηκε μια νύχτα
Στου καθρέφτη το θόλωμα
Σα σύννεφο τις πρώτες μέρες του φθινόπωρου
Ασπίδα του ήλιου
(Μα τί γυρεύουν απόψε εδώ όλα αυτά;)
Άλλωστε ήτανε μια παλιά μας συνήθεια
Αποχτημένη συνήθεια με φρόνηση τόση
—Βιβλίων παλιών σκονισμένη σοφία—
Να ψάχνεις αδιάκοπα μιαν έρημο
Χωρίς ένα δέντρο, ένα ρίγος νερών
Χωρίς ένα λευκό φόρεμα αγνότητας
Χωρίς μιας βεβαιότητας αντίκρισμα.
Το γνώρισες όμως απόψε καλά
Ήταν μια νίκη κι αυτό
Πολύ παραπάνω από μια ασήμαντη νίκη
Κι ας μην ήτανε τίποτε άλλο
Από ένα τρύπιο υπόστεγο χαμηλό
Τυραννισμένο απ’ τη βροχή
Ποτισμένο από μια θάλασσα τόσης θυσίας
Κι ας μην ήτανε τίποτε άλλο
Παρά μια νύχτα ολόιδια νύχτα
Χωρίς ούτε ένα σφύριγμα τρένου
Χωρίς ούτε μιας νοσταλγίας τυράννισμα
Ούτε ένα κλάμα παιδιού.
Και μη γυρέψεις πίσω τίποτε άλλο
—Αργούν τόσο πολύ τα ξημερώματα—
Κι η μέρα ας μη σε βρει με τα βρεγμένα σου ρούχα
Με πλήθος καμώματα ξένα
Με πλήθος αγάπη ζεσταμένη στη θύμηση
Σα ρημαγμένο πάρκο την Άνοιξη
Σαν ασυλλόγιστη λεηλασία.
Ναι, μη γυρέψεις ποτέ, τί σε θέλουν όλα αυτά
Θυμήσου την άνομη τύψη
Πάνω σε βίαια πρωτόγονα κρεβάτια
Νύχτα, Νύχτα βαθιά χωρίς κούραση
Νύχτα δεν είσαι πικρή σαν το γνώριμο
Μη σβήσεις πια το πρόσωπό σου εσύ μονάχη
Μες στου καθρέφτη το θόλωμα
Όπως το κάθε πρόσωπο που πέρασε
Σπάζοντας αλογάριαστα φτηνά το κάθε τι
Π’ απόμεινε ακόμα
Το κάθε τι π’ απόμεινε ακόμα
Ζεστό σαν το απρόσιτο."
Μανόλης Αναγνωστάκης,1,25,V,"Φτάνεις κι εσύ κάποτε να πιστέψεις πως σάπισαν όλα τα περάσματα πως αμείλιχτοι φύλακες στέκονται ορθοί σε κάθε γωνιά. Πολλές φορές η νύχτα ξέρει να σου μιλά σα μια θανάσιμη ηδονική φίλη μα συ δε θες να την ακούς, ζητάς μια λάμπα, τίποτε άλλο από μιαν ελάχιστη λάμπα, μια λάμπα τόσο ταπεινή μέσα σε τούτο σκοτάδι. Έστω λοιπόν, θα περιμένουμε εδώ τα ξημερώματα —μπορούμε στη ζωή μας δυο φορές να ξαναρχίσουμε— χωρίς όλο τούτο το φορτίο των αδέσποτων λέξεων να βαραίνει το μυαλό μας, χωρίς όλους αυτούς τους σεμνούς ανθρώπους τόσο βέβαιος απόλυτα ο καθείς για τον εαυτό του, διστάζοντας τί να προσφέρουνε στον άλλο: ένα σπαθί ή ένα άνθος, χωρίς αυτούς τους τυφλούς χιμαιρικούς υπαίθριους ρήτορες που βλέπουνε τα χρόνια τους αδιάφοροι να φεύγουνε σαν τους τροχούς μιας πανάρχαιας άμαξας βαριάς. Ήρθανε, άλλοτε, τόσοι, αιχμαλωτίζοντας το θάνατο με μια λαχανιασμένη χειρονομία δίχως να κρατούν μαζί τους παρά μια σφαίρα μοναδικιά για το δικό τους κορμί. Γυναίκες που τα μαρτυρικά τους δάκρυα δεν μπόρεσαν να σβήσουνε πάνω στο μάρμαρο ποτέ τις χαρακιές της προσφοράς τους. Η γνώριμη πικρή μυρουδιά του κλεισμένου από χρόνια δωμάτιου, του μουχλιασμένου δωμάτιου, μια νύχτα μια νύχτα πια χωρίς επιστροφή.
Πολλοί μάς μίλησαν επίσης για την Εποχή
Για των καιρών το βαρυσήμαντο
Έπρεπε βέβαια κι εσύ πια να διαλέξεις
Αυτό που λέμε μια συνέπεια μια ακεραιότητα
Κάτι το ανθρώπινο με μια οποιαδήποτε τελείωση
Ξεχνώντας τί μοιράζουμε κάθε καινούρια στιγμή.
Άλλοι μάς είπανε να γονατίσεις έστω μια φορά
Σ’ αυτό, ας πούμε, που καθορίστηκε αναχώρηση
Μπροστά σ’ ένα κρεβάτι σε μια γύμνωση
Σε μια φωτιά μπροστά χαμηλωμένη.
Μα αλήθεια πες μου εσύ, πώς να νικήσεις
Ετούτο το κουρέλι με το σχήμα της καρδιάς σου
Ετούτο τον καπνό που αντιστέκεται στον άνεμο
Εσύ που μόνο το ’ξερες πόσες φορές
Μετρήσαμε στις ίδιες πλάκες τα βαριά μας βήματα
Βουλιάξαμε τα πόδια μας στην ίδια σάπια λάσπη
Βρήκαμε ένα θλιμμένο κυπαρίσσι
Πίσω από μια γλυκιά μορφή παιδιού
Εσύ μονάχα θα τραβήξεις τις κουρτίνες
Πίσω τους τα ψυχρά ηδονισμένα ομοιώματα
Βαμμένα αξιοθρήνητα γελοία
Χτυπούνε τα δυο χέρια τους σε πίδακα χαράς.
Εγκατάλειψη. Πόσο το καταλάβαμε στο τέλος
Καλά, για την ηθοποιία της βραδιάς
Για την απέραντη φτήνια και την κούραση
Κάποιας φυματικής ονειροπόλησης
Μόλο που ήτανε κι αυτό στο κάτω κάτω μια αναχώρηση
Πέρα απ’ το καθιερωμένο και το νόμιμο
Εγκατάλειψη με τη συναίσθηση της αδιάκοπης στιγμής
Για μια ηδονή που δε γνωρίζει μεταμέλεια
Για μιαν απάνθρωπη φυγή
Πέρα από κάθε όργιο σκέψεων
Ή αντικρουομένων διαθέσεων.
Σάπισαν όλα τα περάσματα φύλακες βλοσυροί σε κάθε πόρτα. Σκέφτομαι τις σουβλερές κρύες κραυγές που καρφώνουν στα φέρετρά τους τους νεκρούς, τη χαλασμένη αγνότητα μιας γυναίκας που ξόδεψε ασυλλόγιστα τον παιδικό έρωτά της, ό,τι μπορούσες να πιστέψεις στην πιο χιμαιρική σου ασυνέπεια, μα τί είναι τούτο που ’χουμε ονομάσει ανεπανόρθωτο; Ίσως υπάρχει πάντα η διαφυγή, απομακρύνοντας τα βήματα του γυρισμού, όταν όλοι οι φίλοι σου έχουνε πεθάνει ανεξήγητα από μιαν άγνωστην αρρώστια, ίσως υπάρχει πάντα να σημάνει μια αναχώρηση πέρα από κάθε καθιέρωση και πίστη.
(Και ποιός να μας προσέξει, ποιός
και να μας λογαριάσει
στη θέση που καθόμαστε;)."
